CJ McCollum (32630924),Kentavious Caldwell-Pope (32631084),Jayson Tatum (32630825),Tobias Harris (32630867),Eugene Omoruyi (32631147),Jamal Murray (32630852),Jabari Smith Jr. (32631002),Cameron Payne (32631144),289.0735325555284,50000
CJ McCollum (32630924),Amen Thompson (32631013),Dillon Brooks (32631040),Eugene Omoruyi (32631147),Nikola Jokic (32630812),Cameron Payne (32631144),Jabari Smith Jr. (32631002),Scottie Barnes (32630847),289.0574144419403,49900
Amen Thompson (32631013),Buddy Hield (32637556),Jayson Tatum (32630825),Jalen Johnson (32630884),Jakob Poeltl (32630942),Cameron Payne (32631144),Zion Williamson (32630899),Jabari Smith Jr. (32631002),289.05691464626517,49900
Trae Young (32630832),Amen Thompson (32631013),Scottie Barnes (32630847),Jabari Smith Jr. (32631002),Eugene Omoruyi (32631147),Bogdan Bogdanovic (32630971),Buddy Hield (32637556),CJ McCollum (32630924),289.0475418075249,49900
CJ McCollum (32630924),Bogdan Bogdanovic (32630971),Jayson Tatum (32630825),Jabari Smith Jr. (32631002),Jakob Poeltl (32630942),Cameron Payne (32631144),Tobias Harris (32630867),Jae Crowder (32631067),289.0219677626241,50000
Cameron Payne (32631144),Buddy Hield (32637556),Jayson Tatum (32630825),Jae Crowder (32631067),Nikola Jokic (32630812),CJ McCollum (32630924),Jabari Smith Jr. (32631002),Terquavion Smith (32631207),289.0162602300255,50000
CJ McCollum (32630924),Dillon Brooks (32631040),Saddiq Bey (32630967),Jabari Smith Jr. (32631002),Jakob Poeltl (32630942),Trae Young (32630832),Tobias Harris (32630867),Cameron Payne (32631144),288.99199854006173,50000
Trae Young (32630832),Trey Murphy III (32631062),Jayson Tatum (32630825),Kelly Oubre Jr. (32630934),KJ Martin (32631107),CJ McCollum (32630924),Jabari Smith Jr. (32631002),Cameron Payne (32631144),288.9903727991584,49900
Cameron Payne (32631144),Bogdan Bogdanovic (32630971),Brandon Ingram (32630871),Kelly Oubre Jr. (32630934),Paul Reed (32630979),Trae Young (32630832),Eugene Omoruyi (32631147),Jalen Green (32630892),288.9554550622324,50000
Cameron Payne (32631144),RJ Barrett (32630902),Tobias Harris (32630867),Zion Williamson (32630899),Jakob Poeltl (32630942),Trae Young (32630832),Jabari Smith Jr. (32631002),Terquavion Smith (32631207),288.95179951656854,50000
Cameron Payne (32631144),Jalen Green (32630892),Buddy Hield (32637556),Tobias Harris (32630867),Eugene Omoruyi (32631147),CJ McCollum (32630924),Jalen Johnson (32630884),De'Aaron Fox (32630860),288.9155638512618,50000
